2012-04-25T21:14:06+00:00 heroku[api]: Release v23 created by don.iliy@gmail.com
2012-04-25T21:14:06+00:00 heroku[api]: Deploy b6f6dc2 by don.iliy@gmail.com
2012-04-25T21:14:06+00:00 heroku[web.1]: State changed from up to bouncing
2012-04-25T21:14:06+00:00 heroku[web.1]: State changed from bouncing to created
2012-04-25T21:14:07+00:00 heroku[web.1]: State changed from created to starting
2012-04-25T14:14:07-07:00 heroku[slugc]: Slug compilation finished
2012-04-25T21:14:09+00:00 heroku[web.1]: Starting process with command `thin -p 27863 -e production -R /home/heroku_rack/heroku.ru start`
2012-04-25T21:14:09+00:00 heroku[web.1]: Stopping process with SIGTERM
2012-04-25T21:14:09+00:00 app[web.1]: >> Stopping ...
2012-04-25T21:14:10+00:00 heroku[web.1]: Process exited with status 0
2012-04-25T21:14:10+00:00 app[web.1]: >> Listening on 0.0.0.0:27863, CTRL+C to stop
2012-04-25T21:14:10+00:00 app[web.1]: >> Maximum connections set to 1024
2012-04-25T21:14:10+00:00 app[web.1]: >> Thin web server (v1.2.6 codename Crazy Delicious)
2012-04-25T21:14:11+00:00 heroku[web.1]: State changed from starting to up
2012-04-25T21:18:15+00:00 app[web.1]: 
2012-04-25T21:18:15+00:00 app[web.1]: **Notice: C extension not loaded. This is required for optimum MongoDB Ruby driver performance.
2012-04-25T21:18:15+00:00 app[web.1]:   You can install the extension as follows:
2012-04-25T21:18:15+00:00 app[web.1]:   gem install bson_ext
2012-04-25T21:18:15+00:00 app[web.1]: 
2012-04-25T21:18:15+00:00 app[web.1]:   bson_ext gem is in your load path and that the bson_ext and mongo gems are of the same version.
2012-04-25T21:18:15+00:00 app[web.1]: 
2012-04-25T21:18:15+00:00 app[web.1]:   If you continue to receive this message after installing, make sure that the
2012-04-25T21:18:18+00:00 app[web.1]: NoMethodError - undefined method `destroy' for Access:Class:
2012-04-25T21:18:18+00:00 app[web.1]: 	/app/.bundle/gems/ruby/1.9.1/gems/sinatra-rabbit-1.0.5/lib/sinatra/rabbit/base.rb:311:in `instance_eval'
2012-04-25T21:18:18+00:00 app[web.1]: 	/app/.bundle/gems/ruby/1.9.1/gems/sinatra-rabbit-1.0.5/lib/sinatra/rabbit/base.rb:311:in `block in control'
2012-04-25T21:18:18+00:00 app[web.1]: 	/app/init.rb:107:in `block (3 levels) in <class:CheckinnApi>'
2012-04-25T21:18:18+00:00 app[web.1]: 	/app/.bundle/gems/ruby/1.9.1/gems/sinatra-1.3.2/lib/sinatra/base.rb:1212:in `block in compile!'
2012-04-25T21:18:18+00:00 app[web.1]: 	/app/.bundle/gems/ruby/1.9.1/gems/sinatra-1.3.2/lib/sinatra/base.rb:1212:in `call'
2012-04-25T21:18:18+00:00 app[web.1]: 	/app/.bundle/gems/ruby/1.9.1/gems/sinatra-1.3.2/lib/sinatra/base.rb:785:in `[]'
2012-04-25T21:18:18+00:00 app[web.1]: 	/app/.bundle/gems/ruby/1.9.1/gems/sinatra-1.3.2/lib/sinatra/base.rb:801:in `route_eval'
2012-04-25T21:18:18+00:00 app[web.1]: 	/app/.bundle/gems/ruby/1.9.1/gems/sinatra-1.3.2/lib/sinatra/base.rb:785:in `block (3 levels) in route!'
2012-04-25T21:18:18+00:00 app[web.1]: 	/app/.bundle/gems/ruby/1.9.1/gems/sinatra-1.3.2/lib/sinatra/base.rb:785:in `block (2 levels) in route!'
2012-04-25T21:18:18+00:00 app[web.1]: 	/app/.bundle/gems/ruby/1.9.1/gems/sinatra-1.3.2/lib/sinatra/base.rb:822:in `block in process_route'
2012-04-25T21:18:18+00:00 app[web.1]: 	/app/.bundle/gems/ruby/1.9.1/gems/sinatra-1.3.2/lib/sinatra/base.rb:820:in `process_route'
2012-04-25T21:18:18+00:00 app[web.1]: 	/app/.bundle/gems/ruby/1.9.1/gems/sinatra-1.3.2/lib/sinatra/base.rb:784:in `block in route!'
2012-04-25T21:18:18+00:00 app[web.1]: 	/app/.bundle/gems/ruby/1.9.1/gems/sinatra-1.3.2/lib/sinatra/base.rb:820:in `catch'
2012-04-25T21:18:18+00:00 app[web.1]: 	/app/.bundle/gems/ruby/1.9.1/gems/sinatra-1.3.2/lib/sinatra/base.rb:783:in `each'
2012-04-25T21:18:18+00:00 app[web.1]: 	/app/.bundle/gems/ruby/1.9.1/gems/sinatra-1.3.2/lib/sinatra/base.rb:783:in `route!'
2012-04-25T21:18:18+00:00 app[web.1]: 	/app/.bundle/gems/ruby/1.9.1/gems/sinatra-1.3.2/lib/sinatra/base.rb:886:in `dispatch!'
2012-04-25T21:18:18+00:00 app[web.1]: 	/app/.bundle/gems/ruby/1.9.1/gems/sinatra-1.3.2/lib/sinatra/base.rb:719:in `block in call!'
2012-04-25T21:18:18+00:00 app[web.1]: 	/app/.bundle/gems/ruby/1.9.1/gems/sinatra-1.3.2/lib/sinatra/base.rb:871:in `block in invoke'
2012-04-25T21:18:18+00:00 app[web.1]: 	/app/.bundle/gems/ruby/1.9.1/gems/sinatra-1.3.2/lib/sinatra/base.rb:871:in `catch'
2012-04-25T21:18:18+00:00 app[web.1]: 	/app/.bundle/gems/ruby/1.9.1/gems/sinatra-1.3.2/lib/sinatra/base.rb:871:in `invoke'
2012-04-25T21:18:18+00:00 app[web.1]: 	/app/.bundle/gems/ruby/1.9.1/gems/sinatra-1.3.2/lib/sinatra/base.rb:719:in `call!'
2012-04-25T21:18:18+00:00 app[web.1]: 	/app/.bundle/gems/ruby/1.9.1/gems/sinatra-1.3.2/lib/sinatra/base.rb:705:in `call'
2012-04-25T21:18:18+00:00 app[web.1]: 	/app/.bundle/gems/ruby/1.9.1/gems/sinatra-1.3.2/lib/sinatra/base.rb:766:in `forward'
2012-04-25T21:18:18+00:00 app[web.1]: 	/app/.bundle/gems/ruby/1.9.1/gems/sinatra-1.3.2/lib/sinatra/base.rb:835:in `route_missing'
2012-04-25T21:18:18+00:00 app[web.1]: 	/app/.bundle/gems/ruby/1.9.1/gems/sinatra-1.3.2/lib/sinatra/base.rb:796:in `route!'
2012-04-25T21:18:18+00:00 app[web.1]: 	/app/.bundle/gems/ruby/1.9.1/gems/sinatra-1.3.2/lib/sinatra/base.rb:792:in `route!'
2012-04-25T21:18:18+00:00 app[web.1]: 	/app/.bundle/gems/ruby/1.9.1/gems/sinatra-1.3.2/lib/sinatra/base.rb:792:in `route!'
2012-04-25T21:18:18+00:00 app[web.1]: 	/app/.bundle/gems/ruby/1.9.1/gems/sinatra-1.3.2/lib/sinatra/base.rb:792:in `route!'
2012-04-25T21:18:18+00:00 app[web.1]: 	/app/.bundle/gems/ruby/1.9.1/gems/sinatra-1.3.2/lib/sinatra/base.rb:886:in `dispatch!'
2012-04-25T21:18:18+00:00 app[web.1]: 	/app/.bundle/gems/ruby/1.9.1/gems/sinatra-1.3.2/lib/sinatra/base.rb:719:in `block in call!'
2012-04-25T21:18:18+00:00 app[web.1]: 	/app/.bundle/gems/ruby/1.9.1/gems/sinatra-1.3.2/lib/sinatra/base.rb:871:in `block in invoke'
2012-04-25T21:18:18+00:00 app[web.1]: 	/app/.bundle/gems/ruby/1.9.1/gems/sinatra-1.3.2/lib/sinatra/base.rb:871:in `catch'
2012-04-25T21:18:18+00:00 app[web.1]: 	/app/.bundle/gems/ruby/1.9.1/gems/sinatra-1.3.2/lib/sinatra/base.rb:871:in `invoke'
2012-04-25T21:18:18+00:00 app[web.1]: 	/app/.bundle/gems/ruby/1.9.1/gems/sinatra-1.3.2/lib/sinatra/base.rb:719:in `call!'
